"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
38,,,,434767,2,,"D","The t Copula and Related Copulas","73(1)","111-129","International Statistical Review",,"0306-7734",2005-Jan-01,,"http://www.blackwell-synergy.com/doi/abs/10.1111/j.1751-5823.2005.tb00254.x","10.1111/j.1751-5823.2005.tb00254.x",,,,False,0,"Demarta, S",True,,,,
38,,,,434767,3,,"D","Bayesian Inference for Generalized Linear Mixed Models of Portfolio Credit Risk","14(2)","131-149","Journal of Empirical Finance",,"0927-5398",2007-Mar-01,,,"10.1016/j.jempfin.2006.05.002",,,,False,0,"Wendin, J P",True,,,,
38,,,,434767,4,,"H","Multivariate Archimedean Copulas, D-monotone Functions and L1-norm Symmetric Distributions",,,"Annals of Statistics",,"0090-5364",2007-Sep-28,,"http://www.imstat.org/aos/future_papers.html",,"Accepted, in final form, to appear in the Annals of Statistics.",,,False,0,"Neslehova, J",True,,,,
38,,,,434768,1,,"D","Stochastic Order Relations and Lattices of Probability Measures","16(4)","1024-1043","SIAM Journal on Optimization ",,"1052-6234",2006-Jan-01,,,"10.1137/040611021",,,,False,0,"Scarsini, M",True,,,,
38,,,,434768,2,,"D","Smooth Generators of Integral Stochastic Orders","12(4)","1174-1184","Annals of Applied Probability",,"1050-5164",2002-Jan-01,,,"10.1214/aoap/1037125858",,,,False,0,"Denuit, M",True,,,,
38,,,,434768,3,,"D","Stochastic Comparison of Random Vectors with a Common Copula","26(4)","723-740","Mathematics of Operations Research ",,"0364-765X",2001-Nov-01,,,"10.1287/moor.26.4.723.10006",,,,False,0,"Scarsini, M",True,,,,
38,,,,434768,4,,"D","On the Optimal Stopping Values Induced by General Dependence Structures","38(3)","672-684","Journal of Applied Probability",,"0021-9002",2001-Jan-01,,,"10.1239/jap/1005091031",,,,False,0,"Ruschendorf, L",True,,,,
38,,,,434769,1,,"D","Environmental Brownian Noise Suppresses Explosions in Population Dynamics","97(1)","95-110","Stochastic Processes and their Applications",,"0304-4149 ",2002-Jan-01,,,"10.1016/S0304-4149(01)00126-0",,,,False,0,"Mao, X",True,"Renshaw, E",True,,
38,,,,434769,3,,"D","Understanding Foraging Behaviour in Spatialy Heterogenous Environments","232(1)","127-142","Journal of Theoretical Biology",,"0022-5193",2005-Jan-01,,,"10.1016/j.jtbi.2004.08.005",,,,False,0,"Swain, D L",True,"Hutchings, M R",True,,
38,,,,434769,4,,"D","Estimating Likelihoods for Spatiotemporal Models Using Importance Sampling","13(2)","111-119","Statistics and Computing",,"0960-3174 ",2003-Apr-01,,,"10.1023/A:1023200324137",,,,False,0,"Gibson, G J",False,"Renshaw, E",True,,
38,,,,434756,3,,"D","Bayesian Estimation for Percolation Models of Disease Spread in Plant Populations","16(4)","391-402","Statistics and Computing",,"0960-3174",2006-Dec-01,,,"10.1007/s11222-006-0019-z",,,,False,2,"Otten, W",True,"Filipe, J A N ",True,"Cook, A",False
38,,,,434756,4,,"D","Bayesian Inference of Hospital-acquired Infectious Diseases and Control Measures Given Imperfect Surveillance Data","8(2)","383-401","Biostatistics",,"1465-4644",2007-Apr-01,,,"10.1093/biostatistics/kxl017",,,,False,0,"Forrester, M L",True,"Pettitt, A N",True,,
38,,,,434757,3,,"H","Efficient and Accurate Approximate Bayesian Inference with an Application to Insurance Data",,,"Computational Statistics and Data Analysis",,"0167-9473",2007-Sep-18,,"http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6V8V-4PP7713-2&_user=273788&_coverDate=09%2F18%2F2007&_rdoc=1&_fmt=&_orig=search&_sort=d&view=c&_acct=C000015798&_version=1&_urlVersion=0&_userid=273788&md5=616ec10da20a90f09d827ebde5470e32","10.1016/j.csda.2007.09.006","Accepted, in final form, to appear in Computational Statistics and Data Analysis.",,,False,0,"Worton, B J",True,,,,
38,,,,434769,2,,"D","Spatial Heterogeneity and the Stability of Reaction States in Autocatalysis","66(5)","051915","Physical Review E",,"1063-651X",2002-Nov-01,,,"10.1103/PhysRevE.66.051915",,,,False,0,"Mao, X",True,"Renshaw, E",True,"Liu, J",True
38,,,,790053,1,,"D","<p>Analysing maintenance data to gain insight into systems performance</p>","54 (4)","343-349","Journal of the Operational Research Society",,"0160-5682",2003-Apr-01,,,"10.1057/palgrave.jors.2601496",,,,False,2,"Abell, P.",True,"Archibald, T.",False,"Duncalf, D.",True
38,,,,790053,2,2007,"A","<p>Simulation and Monte Carlo with applications in finance and mcmc</p>",,"348","John Wiley & Son",,"9780470854945",,,,,"The book is a mix of expository and new research material, including random variate sampling algorithms, derivative pricing, Bayesian inference in reliability, and importance sampling. A theme running through the book is the emphasis on the design and use of simulation models so that precision of estimates can be improved - sometimes by several orders of magnitude.
",,,False,,,,,,,
38,,,,790053,3,,"D","<p>Assessing the maintenance in a process using a semi-parametric approach</p>","17(3)","163-167","Quality and Reliability Engineering International ",,"0748-8017 ",2001-Jun-01,,,"10.1002/qre.408",,,,False,2,"Thomas, L.",True,"Ansell, J. I.",False,"Archibald, T. W.",False
38,,,,790053,4,,"H","<p>Novel Importance Sampling for the valuation of Basket and Asian Options</p>",,,,,,2007-Oct-01,,"http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1017836#PaperDownload",,"Submitted October 2007 to Statistics and Computing.",,,False,,,,,,,
38,,,,434759,3,,"H","<p>Consumption Processes and Positively Homogeneous Projection Properties</p>",,,"Finance and Stochastics",,"0949-2984",2007-Nov-27,,"http://arxiv.org/abs/0711.4225",,"Accepted, in final form, to appear in Finance and Stochastics.",,,False,,,,,,,
,"0059",22,,66215,1,,"D","<p>Local Models for Exploratory Analysis of Hydrological Extremes</p>","256 (1-2)","106-119","Journal of Hydrology",,"0022-1694",2002-Jan-01,,,"10.1016/S0022-1694(01)00522-4",,,,False,,"Davison A",True,,,,
,"0059",22,,66215,2,,"D","Uniqueness and Extinction of Weighted Markov Branching Processes","7 (4)","489-516","Methodology And Computing In Applied Probability",,"1387 5841",2005-Dec-01,,,"10.1007/s11009-005-5005-y",,,,False,,"Chen A",False,"Li J",False,,
,"0059",22,,66215,3,,"D","<p>General Harris Regularity Criterion for Non-Linear Markov Branching Processes</p>","76 (5)","446-452","Statistics & Probability Letters",,"0167-7152",2006-Mar-01,,,"10.1016/j.spl.2005.08.014",,,,False,,"Chen A",False,"Li J",False,,
,"0059",22,,66215,4,,"D","<p>The Richit-Richards Family of Distributions and its Use in Forestry</p>","37 (10)","2052-2062","Canadian Journal of Forest Research",,"1208-6037",2007-Oct-01,,,"10.1139/X07-023",,,,False,,"Rennolls K",False,"Wang M",False,,
,"0059",22,,66217,1,,"D","<p>Planning Machine Maintenance in Two-Machine Shop Scheduling</p>","54 (4)","789-800","Operations Research",,"0030-364X",2006-Jul-01,,,"10.1287/opre.1060.0301",,,,False,,"Kubzin M",False,,,,
,"0059",22,,66217,2,,"D","<p>Pre-Emptive Scheduling Problems with Controllable Processing Times</p>","8 (3)","233-253","Journal of Scheduling",,"1094-6136",2005-Jun-01,,,"10.1007/s10951-005-6813-1",,,,False,,"Shakhlevich N",True,,,,
,"0059",22,,66217,3,,"D","Scheduling Problems for Parallel Dedicated Machines under Multiple Resource Constraints","133 (1-3)","45-68","Discrete Applied Mathematics",,"0166-218X",2003-Nov-15,,,"10.1016/S0166-218X(03)00433-5",,,,False,,"Kellerer H",True,,,,
,"0059",22,,66217,4,,"D","Scheduling Batches with Sequential Job Processing for Two-Machine Flow and Open Shops","13 (2)","120-137","INFORMS Journal on Computing",,"0899-1499",2001-Apr-01,,,"10.1287/ijoc.13.2.120.10521",,,,False,,"Glass C",True,"Potts C",True,,
,"0163",22,,54338,2,,"D","<p>A new fluctuation identity for L?vy processes and some applications</p>","7(3)","557-569","BERNOULLI",,"1350-7265",2001-Jun-01,,,"10.2307/3318502",,,,False,,"Chaumont L  ",True,,,,
,"0163",22,,54338,1,,"D","<p>Martin boundaries associated with a killed random walk</p>","37(3)","313-338","ANNALES DE L'INSTITUT HENRI POINCARE (B) PROBABILITY AND STATISTICS",,"0246-0203",2001-May-01,,,"10.1016/S0246-0203(00)01069-4",,,,False,,"Doney R A",True,,,,
,"0163",22,,54338,3,,"D","<p>On a fluctuation identity for random walks and L?vy processes</p>","37(1)","141-148","BULLETIN OF THE LONDON MATHEMATICAL SOCIETY",,"0024-6093",2005-Feb-08,,,"10.1112/S0024609304003789",,,,False,,"Chaumont L ",True,"Doney R A",True,,
,"0163",22,,54338,4,,"D","<p>Some remarks on first passage of L?vy processes, the American put and pasting principles</p>","15(3)","2062-2080","ANNALS OF APPLIED PROBABILITY",,"1050-5164",2005-Aug-01,,,"10.1214/105051605000000377",,,,False,,"Kyprianou A E",True,,,,
,"0163",22,,54347,1,,"D","<p>Infinite dimensional Langevin equations: Uniqueness and rate of convergence for finite dimensional approximations</p>","120(2)","143-167","PROBABILITY THEORY AND RELATED FIELDS",,"0178-8051",2001-Jun-01,,,"10.1007/PL00008778",,,,False,,,,,,,
,"0163",22,,54347,2,,"D","<p>A Pregenerator for Burgers Equation Forced by Conservative Noise</p>","225(3)","611-632","COMMUNICATIONS IN MATHEMATICAL PHYSICS",,"0010-3616",2002-Feb-01,,,"10.1007/s002200100606",,,,False,,,,,,,
,"0163",22,,54347,3,,"D","<p>Invariant measures for stochastic heat equations with unbounded coefficients</p>","103(2)","237-256","STOCHASTIC PROCESSES AND THEIR APPLICATIONS",,"0304-4149",2003-Feb-01,,,"10.1016/S0304-4149(02)00211-9",,,,False,,"Manthey R",True,,,,
,"0163",22,,54347,4,,"D","<p>A limit theorem for quadratic fluctuations in symmetric simple exclusion</p>","117(6)","766-790","STOCHASTIC PROCESSES AND THEIR APPLICATIONS",,"0304-4149",2007-Jun-01,,,"10.1016/j.spa.2006.10.005",,,,False,,,,,,,
,"0163",22,,55067,1,,"D","<p>A class of logistic-type discriminant functions</p>","89(1)","1-22","BIOMETRIKA",,"0006-3444",2002-Mar-01,,,"10.1093/biomet/89.1.1",,,,False,,"Eguchi S",True,,,,
,"0163",22,,55067,2,,"D","<p>Overestimation of the receiver operating characteristic curve for logistic regression</p>","89(2)","315-331","BIOMETRIKA",,"0006-3444",2002-Aug-01,,,"10.1093/biomet/89.2.315",,,,False,,"Corbett P",False,,,,
,"0163",22,,55067,3,,"D","<p>Local model uncertainty and incomplete-data bias (with discussion)</p>","67(4)","459-513","JOURNAL OF THE ROYAL STATISTICAL SOCIETY B",,"1369-7412",2005-Sep-01,,,"10.1111/j.1467-9868.2005.00512.x",,,,False,,"Eguchi S",True,,,,
,"0163",22,,54918,1,,"D","<p>Heat kernel fluctuations for a resistance form with non-uniform volume growth</p>","94(3)","672-694","PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY",,"0024-6115",2007-May-01,,,"10.1112/plms/pdl025",,,,False,,,,,,,
,"0163",22,,54918,2,,"H","<p>Volume growth and heat kernel estimates for the continuum random tree</p>",,,"PROBABILITY THEORY AND RELATED FIELDS",,"1432-2064",2007-Mar-03,,"http://dx.doi.org/10.1007/s00440-007-0063-4","10.1007/s00440-007-0063-4","Accepted in final form by PROBABILITY THEORY AND RELATED FIELDS (ISSN 1432-2064), in February 2007.  Published online by that journal on 3 March 2007.",,,False,,,,,,,
,"0163",22,,54918,3,,"H","<p>Convergence of simple random walks on random discrete trees to Brownian motion on the continuum random tree</p>",,,,,,2007-Oct-02,,"http://arxiv.org/abs/0710.0460v1",,"Accepted in final form for publication in ANNALES DE L'INSTITUT HENRI POINCARE B PROBABILITY AND STATISTICS (ISSN 0246-0203) on 28 May 2007.  Published online at arxiv.org on 2 October 2007.",,,False,,,,,,,
,"0163",22,,55645,1,,"D","<p>Discrete-time modelling of disease incidence time series by using Markov chain Monte Carlo methods</p>","54(3)","575-594","JOURNAL OF THE ROYAL STATISTICAL SOCIETY C (APPLIED STATISTICS)",,"0035-9254",2005-Jun-01,,,"10.1111/j.1467-9876.2005.05366.x",,,,False,,"Morton A",False,,,,
,"0163",22,,55645,2,,"D","<p>Modelling antigenic drift in weekly flu incidence</p>","24(22)","3447-3461","STATISTICS IN MEDICINE",,"0277-6715",2005-Nov-30,,,"10.1002/sim.2196",,,,False,,"Morton A",False,"Rand DA",False,,
,"0163",22,,55645,3,,"D","<p>Statistical inference in a stochastic epidemic SEIR model with control intervention: Ebola as a case study</p>","62(4)","1170-1177","BIOMETRICS",,"0006-341X",2006-Dec-01,,,"10.1111/j.1541-0420.2006.00609.x",,,,False,,"Lekone PE",False,,,,
,"0163",22,,54309,2,,"D","<p>Relative index of inequality: definition, estimation and inference</p>","7(2)","213-224","BIOSTATISTICS",,"1465-4644",2006-Apr-01,,,"10.1093/biostatistics/kxj002",,,,False,,"Sergeant JC",True,,,,
,"0163",22,,54309,1,,"D","<p>Quasi-variances</p>","91(1)","65-80","BIOMETRIKA",,"0006-3444",2004-Mar-01,,,"10.1093/biomet/91.1.65",,,,False,,"Menezes RX",True,,,,
,"0163",22,,54884,2,,"D","<p>Stochastic volatility models, correlation and the q-optimal measure</p>","14(4)","537-556","MATHEMATICAL FINANCE",,"0960-1627",2004-Oct-01,,,"10.1111/j.0960-1627.2004.00204.x",,,,False,,,,,,,
,"0163",22,,55248,2,,"D","<p>Comparisons for measure valued processes with interactions</p>","31(3)","1679-1712","ANNALS OF PROBABILITY",,"0091-1798",2003-Jul-01,,,"10.1214/aop/1055425794",,,,False,,"Tribe R",False,,,,
,"0163",22,,55248,3,,"D","<p>The equivalent martingale measure conditions in a general model for interest rates</p>","37(2)","415-434","ADVANCES IN APPLIED PROBABILITY",,"0001-8678",2005-Jun-01,,,"10.1239/aap/1118858632",,,,False,,"Hamza K",True,"Klebaner F",True,,
,"0163",22,,55311,1,,"D","<p>Ising models and multiresolution quad-trees</p>","35(1)","96-122","ADVANCES IN APPLIED PROBABILITY",,"0001-8678",2003-Mar-01,,,"10.1239/aap/1046366101",,,,False,,"Wilson RG",False,,,,
,"0163",22,,55311,3,,"H","<p>Short-length routes in low-cost networks via Poisson line patterns</p>",,,,,,2007-Nov-26,,"http://arxiv.org/abs/math/0701140v2",,"Accepted in final form on 26 November 2007 for publication in ADVANCES IN APPLIED PROBABILITY (ISSN 0001-8678). Published online at arxiv.org on 26 November 2007.",,,False,,"Aldous DJ",True,,,,
,"0163",22,,55311,2,,"H","<p>Coupling iterated Kolmogorov diffusions</p>",,,"ELECTRONIC JOURNAL OF PROBABILITY",,"1083-6489",2004-Apr-29,,"http://www.math.washington.edu/~ejpecp/viewarticle.php?id=1445",,"Published in ELECTRONIC JOURNAL OF PROBABILITY (ISSN 1083-6489), vol 9, pages 382-410, April 2004.",,,False,,"Price, C J",False,,,,
,"0163",22,,55311,4,,"D","<p>Coupling all the L?vy stochastic areas of multidimensional Brownian motion</p>","35(3)","935-953","ANNALS OF PROBABILITY",,"0091-1798",2007-May-01,,,"10.1214/009117906000001196",,,,False,,,,,,,
,"0163",22,,54886,4,,"D","<p>Nonlinear Markov semigroups and interacting L?vy type processes</p>","126(3)","585-642","JOURNAL OF STATISTICAL PHYSICS",,"0022-4715",2007-Feb-01,,,"10.1007/s10955-006-9211-y",,,,False,,,,,,,
,"0163",22,,54886,3,,"D","<p>Hydrodynamic limit of coagulation-fragmentation type models of k-nary interacting particles</p>","115(5-6)","1621-1653","JOURNAL OF STATISTICAL PHYSICS",,"0022-4715",2004-Jun-01,,,"10.1023/B:JOSS.0000028071.96950.12",,,,False,,,,,,,
,"0163",22,,54886,2,,"D","<p>On Markov processes with decomposable pseudo-differential generators</p>","76(1)","1-44","STOCHASTICS",,"1744-2508",2004-Feb-01,,,"10.1080/10451120410001661250",,,,False,,,,,,,
,"0163",22,,54886,1,,"D","<p>Measure-valued limits of interacting particle systems with k-nary interactions</p>","126 (3)","364-394","PROBABILITY THEORY AND RELATED FIELDS",,"0178-8051",2003-Jun-01,,,"10.1007/s00440-003-0267-1",,,,False,,,,,,,
,"0163",22,,54504,1,,"D","<p>Statistical aspects of chaotic maps with negative dependence in a communications setting</p>","63(4)","843-853","JOURNAL OF THE ROYAL STATISTICAL SOCIETY B",,"1369-7412",2001-Dec-01,,,"10.1111/1467-9868.00316",,,,False,,"Balakrishna N",True,,,,
,"0163",22,,54504,2,,"D","<p>Exact calculation of bit error rates in communication systems with chaotic modulation</p>","50(11)","1391-1400","IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I: FUNDAMENTAL THEORY AND APPLICATIONS",,"1057-7122",2003-Nov-01,,,"10.1109/TCSI.2003.818612",,,,True,,"Ohama G",True,,,,
,"0163",22,,54504,3,,"D","<p>The dynamics and statistics of bivariate chaotic maps in communications modelling</p>","14(4)","1177-1194","INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS",,"0218-1274",2004-Apr-01,,,"10.1142/S0218127404009788",,,,False,,"Hilliam RM",True,,,,
,"0163",22,,54504,4,,"D","<p>Bit error probability and bit outage rate in chaos communication</p>","24(5)","519-534","CIRCUITS, SYSTEMS AND SIGNAL PROCESSING",,"0278-081X",2005-Oct-01,,,"10.1007/s00034-005-2404-9",,,,True,,"Ohama G",True,,,,
,"0163",22,,54870,1,,"D","<p>Bayesian inference for non-Gaussian Ornstein-Uhlenbeck stochastic volatility processes</p>","66(2)","369-393","JOURNAL OF THE ROYAL STATISTICAL SOCIETY B",,"1369-7412",2004-May-01,,,"10.1111/j.1369-7412.2004.05139.x",,,,False,,"Dellaportas P",True,"Roberts GO",False,,
,"0163",22,,146794,3,,"D","<p>Retrospective exact simulation of diffusion sample paths with applications</p>","12(6)","1077-1098","BERNOULLI",,"1350-7265",2006-Dec-01,,,,"No DOI is available for this journal.  A PDF copy has been provided.",,,False,,"Papaspiliopoulos O",False,"Roberts GO",False,,
,"0163",22,,54870,3,,"H","<p>Retrospective Markov chain Monte Carlo methods for Dirichlet process hierarchical model</p>",,,,,,2007-Oct-23,,"http://arxiv.org/abs/0710.4228v1",,"Accepted in final form for publication in BIOMETRIKA (ISSN 0006-3444) on 24 July 2007.  Published online at arxiv.org on 23 October 2007.",,,False,,"Roberts GO",False,,,,
